,Ratings,Full Reviews,Short Reviews
794,5,Nice product ♥️,"['5', 'Terrific purchase']"
795,5,nice watch highly recommended.,"['5', 'Worth every penny']"
796,5,Most buy,"['5', 'Mind-blowing purchase']"
797,5,Must buy,"['5', 'Just wow!']"
798,5,"First day first sale product and the watch is amazing. The design and build quality is good not the best but for the price it's justify able. The important thing is the features it provides. The step count and activity tracker is not accurate to be honest but rest everything works perfectly fine. It's not a major upgrade from Realme Watch or the watch s and watch s master edition. But as a new product it's okay. The realme watch , watch 2 , watch s and watch watch s master edition all are sam...
READ MORE","['5', 'Worth every penny']"
799,5,This is value for money and good watch and brightness is very good battery life is very beautiful and long life battery life heart rate monitoring very good step monitoring good beautiful I suggest all customer buy it. ❤,"['5', 'Wonderful']"
800,3,Great product. Worth it now . And at first I have got some trust issues but now I am amazed 🌚🤝✨,"['3', 'Fair']"
801,5,Nice watch good brightness durable and reliable SPO2 AND Heart rate working good many modes for tracking it's really nice,"['5', 'Perfect product!']"
802,5,"perfect watch at this price segment
amazing display tauch experience
Battery backup also Superb
90 sport mode which is extremely amazing because this types of 90 supports mode not available in other brand....

(Happy With Realme Watch 2)","['5', 'Highly recommended']"
803,5,My most favorite 😍 very good and screen is also good at this price iam very happy,"['5', 'Terrific purchase']"
804,4,Battery life is excellent. Display is big and nice. Real me link app is great. Spo2 works well. Notification also works well. Overall best in this price range.,"['4', 'Good quality product']"
805,5,A perfect smart watch in this price segment.... tuch response is so good& UI is easy to use. I m with this product...😘😘🥰🥰😘,"['5', 'Must buy!']"
806,5,"I loved this device.
I just started using it so I may not be able to tell about the quality of the product.

Good looking.....❤
I liked the design.....❤
I liked charging set up...❤
Fast Delivery from flipcart..❤","['5', 'Fabulous!']"
807,5,The watch is really ver very nice one. Go for it without any hesitation. It's really an amazing smart watch. Its working properly with realme link aap and also shows the correct results. It runs for about 10 to 12 days on a single charge. I love this watch. Most importantly it's waterproof. 👍👍👍,"['5', 'Highly recommended']"
808,5,"I am happy bye this watch. Not only show all notification or blood oxygen & heart rate monitor , with all smart AIot control in a watch and Awesome product at this range.","['5', 'Must buy!']"
809,4,"I'm writing this review after 48hrs of use. I'm not promoting the sale of company. This is the honest one I'm writing which I found after the use.

pros:-
1. Heart rate & spo2 sensor are 85%-90% accurate(improvement needed
2. By switch into a sports mode it can give a better result if the watch is connected to your phone and your phone gps is on.
3. sleep tracking is also good but can be better by improving the algorithm & software. its 75% accurate.
4. Built quality, colour saturation is up ...
READ MORE","['4', 'Delightful']"
810,5,First time user of smart watch. Amazing felling and also activity tracker is just awesome. Accuracy is also satisfactory level. Go for it guys...,"['5', 'Fabulous!']"
811,5,"I recently purchased this newly launched realme Watch 2 from flipkart. This is my first smart watch and I am very excited to use it. After using it for a while now, I can say that this is the best budget smartwatch from realme. It fits very well in my wrist and looks very stylish. All of its features works perfectly and it is very useful gadget. I am very happy with the over all build quality and performance of this realme Watch 2. Thanks flipkart for super fast delivery as always.","['5', 'Perfect product!']"
812,5,"This is the best smart watch at this price. I also got special discount during a scheme. It has lots of features, good quality and durability. Realme Rockz.","['5', 'Highly recommended']"
813,5,Super smart watch❤️thanx flipkart❤️,"['5', 'Great product']"
814,5,An amazing product. Smooth touch. But make sure that the seller is Flipkart assured or u may get a fraud product...,"['5', 'Terrific']"
815,5,Osm Product🥀❤️😊,"['5', 'Great product']"
816,5,Loved the watch ❤,"['5', 'Terrific purchase']"
817,5,"Superb product
Amazing battery life","['5', 'Must buy!']"
818,4,Value of Money,"['4', 'Really Nice']"
819,5,"Nice watch , Really loved it .....!! Highly recommended..... Realme ✌️","['5', 'Highly recommended']"
820,5,Nyc,"['5', 'Terrific purchase']"
821,5,"Very nice product for this price segment.

When i receive i charge it 100 % after 1 day use it's still 100 % good bettry backup.

Features are also good.

Screen brightness is also very good.

Screen smothness is fine.

Go for it.","['5', 'Fabulous!']"
822,5,"All in all product.
Its an amazing product with all features.
Crisp and clear display with smooth touch. 90 sports mode is a killer and sensors are accurate. The charging base gives a premium feel. High quality strap. At the price point its a killer product. You can go for it without a second opinion.✨✨","['5', 'Super!']"
823,5,Specs justify the price .overall liked the product,"['5', 'Worth every penny']"
824,5,Nice Watch At This Budget.. East Or West Relame Is The Best,"['5', 'Excellent']"
825,5,I love it Thank you so much,"['5', 'Must buy!']"
826,5,Nice,"['5', 'Mind-blowing purchase']"
827,4,"Great battery backup up 😉,
Nice looks nd features
Value for money 🤑💰","['4', 'Good quality product']"
828,4,Nice,"['4', 'Value-for-money']"
829,4,"Most stylish and display quality is awesome

Likes watch just issue with dial is small","['4', 'Good quality product']"
830,5,NICE PRODUCT !,"['5', 'Worth every penny']"
831,5,Wow suppb nice value of money,"['5', 'Excellent']"
832,5,Very attractive and the amazing and the👍💯👍💯 owner of my favorite things that make you smile😊😊😊,"['5', 'Simply awesome']"
833,3,"This watch was counting steps while i was shaking my protein powder 😂.
And its screen is very much good.but very much small🥲
Overall i like this watch","['3', 'Good']"
834,5,Best quality,"['5', 'Just wow!']"
835,5,nice watch,"['5', 'Must buy!']"
836,5,Small but value of money,"['5', 'Fabulous!']"
837,5,"This is amazing product i
His feature was so incredible i love it this product 🥰🥰","['5', 'Brilliant']"
838,5,Best watch ☺️🤩,"['5', 'Super!']"
839,5,best in this price range,"['5', 'Highly recommended']"
840,5,Best watch under 3.5k,"['5', 'Terrific']"
841,5,Perfect,"['5', 'Terrific purchase']"
842,4,Nice product tq Flipkart❤️,"['4', 'Worth the money']"
